Function,Threads,Time(s),FLOP/s,Memory(Bytes)
apply_causal_mask_omp,46,0.000480,4369643826.23,33554432
apply_causal_mask_omp,47,0.000453,4629522643.27,33554432
apply_causal_mask_omp,48,0.000400,5242010144.34,33554432
apply_causal_mask_omp,49,0.000485,4324529509.44,33554432
apply_causal_mask_omp,50,0.000421,4980800125.83,33554432
apply_causal_mask_omp,51,0.000429,4886718345.67,33554432
apply_causal_mask_omp,52,0.000483,4341605637.81,33554432
apply_causal_mask_omp,53,0.000432,4854355972.52,33554432
apply_causal_mask_omp,54,0.000452,4639289568.68,33554432
apply_causal_mask_omp,55,0.000387,5419650660.63,33554432
apply_causal_mask_omp,56,0.000583,3597584058.16,33554432
apply_causal_mask_omp,57,0.000334,6278438988.01,33554432
apply_causal_mask_omp,58,0.000563,3725579424.91,33554432
apply_causal_mask_omp,59,0.000376,5577738124.42,33554432
apply_causal_mask_omp,60,0.000402,5217137023.85,33554432
apply_causal_mask_omp,61,0.000493,4253429894.68,33554432
apply_causal_mask_omp,62,0.000460,4557561151.40,33554432
apply_causal_mask_omp,63,0.000397,5282938752.08,33554432
apply_causal_mask_omp,64,0.000345,6078847976.65,33554432
apply_causal_mask_omp,65,0.000497,4218749650.94,33554432
apply_causal_mask_omp,66,0.000453,4629522643.27,33554432
apply_causal_mask_omp,67,0.000484,4333050749.86,33554432
apply_causal_mask_omp,68,0.000467,4490093426.34,33554432
apply_causal_mask_omp,69,0.000416,5040740986.94,33554432
apply_causal_mask_omp,70,0.000458,4578913598.23,33554432
apply_causal_mask_omp,71,0.000376,5577738124.42,33554432
apply_causal_mask_omp,72,0.000447,4693752946.75,33554432
apply_causal_mask_omp,73,0.000342,6133956082.43,33554432
apply_causal_mask_omp,74,0.000450,4661416545.95,33554432
apply_causal_mask_omp,75,0.000485,4322404433.52,33554432
apply_causal_mask_omp,76,0.000490,4278255361.00,33554432
apply_causal_mask_omp,77,0.000326,6434596212.30,33554432
apply_causal_mask_omp,78,0.000404,5189435411.33,33554432
apply_causal_mask_omp,79,0.000475,4415709348.50,33554432
apply_causal_mask_omp,80,0.000394,5324511514.65,33554432
apply_causal_mask_omp,81,0.000309,6787108813.43,33554432
apply_causal_mask_omp,82,0.000474,4424594075.56,33554432
apply_causal_mask_omp,83,0.000427,4911274719.27,33554432
apply_causal_mask_omp,84,0.003570,587463636.03,33554432
apply_causal_mask_omp,85,0.000440,4767530093.34,33554432
apply_causal_mask_omp,86,0.000369,5682230634.50,33554432
apply_causal_mask_omp,87,0.000334,6278438988.01,33554432
apply_causal_mask_omp,88,0.000388,5406326381.20,33554432
apply_causal_mask_omp,89,0.000414,5066873860.72,33554432
apply_causal_mask_omp,90,0.000446,4701279007.06,33554432
apply_causal_mask_omp,91,0.000400,5242010144.34,33554432
apply_causal_mask_omp,92,0.000343,6112642822.94,33554432
apply_causal_mask_omp,93,0.000532,3942668320.13,33554432
apply_causal_mask_omp,94,0.000479,4378343963.27,33554432
apply_causal_mask_omp,95,0.000426,4922268059.43,33554432
apply_causal_mask_omp,96,0.000524,4001862157.51,33554432
apply_causal_mask_omp,97,0.000470,4462756480.06,33554432
apply_causal_mask_omp,98,0.000451,4651556331.15,33554432
apply_causal_mask_omp,99,0.000345,6078847976.65,33554432
apply_causal_mask_omp,100,0.000361,5809836870.68,33554432
apply_causal_mask_omp,101,0.000323,6491581566.21,33554432
apply_causal_mask_omp,102,0.000391,5363471355.00,33554432
apply_causal_mask_omp,103,0.000402,5217137023.85,33554432
apply_causal_mask_omp,104,0.000362,5794527682.61,33554432
apply_causal_mask_omp,105,0.000393,5337435086.29,33554432
apply_causal_mask_omp,106,0.000399,5254535855.56,33554432
apply_causal_mask_omp,107,0.000426,4922268059.43,33554432
apply_causal_mask_omp,108,0.000386,5433040779.62,33554432
apply_causal_mask_omp,109,0.000380,5518251582.31,33554432
apply_causal_mask_omp,110,0.000297,7065134957.60,33554432
apply_causal_mask_omp,111,0.000284,7379272669.64,33554432
apply_causal_mask_omp,112,0.000290,7233629130.11,33554432
apply_causal_mask_omp,113,0.000314,6678886121.65,33554432
apply_causal_mask_omp,114,0.000318,6593772880.22,33554432
apply_causal_mask_omp,115,0.000389,5389762881.25,33554432
apply_causal_mask_omp,116,0.000348,6028850597.81,33554432
apply_causal_mask_omp,117,0.000386,5433040779.62,33554432
apply_causal_mask_omp,118,0.000318,6598719446.52,33554432
apply_causal_mask_omp,119,0.000325,6448748550.01,33554432
apply_causal_mask_omp,120,0.000426,4922268059.43,33554432
apply_causal_mask_omp,121,0.000288,7281533958.78,33554432
apply_causal_mask_omp,122,0.000283,7410356379.28,33554432
apply_causal_mask_omp,123,0.000373,5620506723.46,33554432
apply_causal_mask_omp,124,0.000271,7743039632.23,33554432
apply_causal_mask_omp,125,0.000572,3666566495.29,33554432
apply_causal_mask_omp,126,0.000333,6296415907.09,33554432
apply_causal_mask_omp,127,0.000411,5102142124.25,33554432
apply_causal_mask_omp,128,0.000407,5152954318.81,33554432
apply_causal_mask_omp,129,0.000343,6112642822.94,33554432
apply_causal_mask_omp,130,0.000320,6549585273.42,33554432
apply_causal_mask_omp,131,0.000428,4900330374.49,33554432
apply_causal_mask_omp,132,0.000398,5270277424.93,33554432
apply_causal_mask_omp,133,0.000327,6411146517.64,33554432
apply_causal_mask_omp,134,0.000255,8220647684.31,33554432
apply_causal_mask_omp,135,0.000294,7133895395.14,33554432
apply_causal_mask_omp,136,0.000406,5165057558.55,33554432
apply_causal_mask_omp,137,0.000316,6638560771.48,33554432
apply_causal_mask_omp,138,0.000401,5232654980.49,33554432
apply_causal_mask_omp,139,0.000324,6472474630.03,33554432
apply_causal_mask_omp,140,0.000346,6062090297.87,33554432
apply_causal_mask_omp,141,0.000360,5825227167.03,33554432
apply_causal_mask_omp,142,0.000367,5715460053.42,33554432
apply_causal_mask_omp,143,0.000308,6813395059.80,33554432
apply_causal_mask_omp,144,0.000308,6808121534.22,33554432
apply_causal_mask_omp,145,0.000290,7233629130.11,33554432
apply_causal_mask_omp,146,0.000287,7305725101.50,33554432
apply_causal_mask_omp,147,0.000314,6678886121.65,33554432
apply_causal_mask_omp,148,0.000419,5006313615.37,33554432
apply_causal_mask_omp,149,0.000412,5087387520.07,33554432
apply_causal_mask_omp,150,0.000377,5563626200.01,33554432
apply_causal_mask_omp,151,0.000336,6242791357.14,33554432
apply_causal_mask_omp,152,0.000396,5295661060.93,33554432
apply_causal_mask_omp,153,0.000276,7595935252.34,33554432
apply_causal_mask_omp,154,0.000237,8849188151.11,33554432
apply_causal_mask_omp,155,0.000297,7059464704.82,33554432
apply_causal_mask_omp,156,0.000245,8564842280.63,33554432
apply_causal_mask_omp,157,0.000334,6282923587.29,33554432
apply_causal_mask_omp,158,0.000337,6220716423.06,33554432
apply_causal_mask_omp,159,0.000282,7435412529.34,33554432
apply_causal_mask_omp,160,0.000292,7180484099.76,33554432
apply_causal_mask_omp,161,0.000250,8385217371.03,33554432
apply_causal_mask_omp,162,0.000251,8353364693.45,33554432
apply_causal_mask_omp,163,0.000327,6411146517.64,33554432
apply_causal_mask_omp,164,0.000277,7569787454.57,33554432
apply_causal_mask_omp,165,0.000283,7410356379.28,33554432
apply_causal_mask_omp,166,0.000308,6808121534.22,33554432
apply_causal_mask_omp,167,0.000248,8457781752.12,33554432
apply_causal_mask_omp,168,0.000372,5638521168.08,33554432
apply_causal_mask_omp,169,0.000234,8966455680.13,33554432
apply_causal_mask_omp,170,0.000264,7945883488.90,33554432
apply_causal_mask_omp,171,0.000972,2157491543.34,33554432
apply_causal_mask_omp,172,0.000215,9751766100.01,33554432
apply_causal_mask_omp,173,0.000267,7853654484.11,33554432
apply_causal_mask_omp,174,0.000321,6530135873.95,33554432
apply_causal_mask_omp,175,0.001460,1436331323.03,33554432
apply_causal_mask_omp,176,0.000416,5040740986.94,33554432
apply_causal_mask_omp,177,0.000213,9839030226.18,33554432
apply_causal_mask_omp,178,0.000237,8849188151.11,33554432
apply_causal_mask_omp,179,0.000375,5591921819.59,33554432
apply_causal_mask_omp,180,0.000193,10872797308.04,33554432
apply_causal_mask_omp,181,0.000294,7133895395.14,33554432
apply_causal_mask_omp,182,0.000243,8632083436.91,33554432
apply_causal_mask_omp,183,0.000264,7945883488.90,33554432
apply_causal_mask_omp,184,0.000268,7825705535.77,33554432
apply_causal_mask_omp,185,0.000200,10496531052.75,33554432
apply_causal_mask_omp,186,0.000228,9191319772.42,33554432
apply_causal_mask_omp,187,0.000227,9239593510.72,33554432
apply_causal_mask_omp,188,0.000309,6787108813.43,33554432
apply_causal_mask_omp,189,0.000250,8393218532.64,33554432
apply_causal_mask_omp,190,0.000240,8734948383.52,33554432
apply_causal_mask_omp,191,0.000228,9200934123.65,33554432
apply_causal_mask_omp,192,0.000228,9200934123.65,33554432
apply_causal_mask_omp,193,0.000221,9488773486.74,33554432
apply_causal_mask_omp,194,0.000223,9407586120.01,33554432
apply_causal_mask_omp,195,0.000244,8589934592.00,33554432
apply_causal_mask_omp,196,0.000254,8259242274.37,33554432
apply_causal_mask_omp,197,0.000237,8849188151.11,33554432
apply_causal_mask_omp,198,0.000169,12406337125.82,33554432
apply_causal_mask_omp,199,0.000312,6719704371.43,33554432
apply_causal_mask_omp,200,0.000232,9040177823.44,33554432
apply_causal_mask_omp,201,0.000267,7853654484.11,33554432
apply_causal_mask_omp,202,0.000240,8743631234.80,33554432
apply_causal_mask_omp,203,0.000257,8159641022.46,33554432
apply_causal_mask_omp,204,0.000241,8700388746.00,33554432
apply_causal_mask_omp,205,0.000245,8556510721.99,33554432
apply_causal_mask_omp,206,0.000234,8966455680.13,33554432
apply_causal_mask_omp,207,0.000345,6078847976.65,33554432
apply_causal_mask_omp,208,0.000236,8884942446.67,33554432
